point_id,year,ArsenAs mg*kg-1,Azot amonowyNNH4 mg*kg-1,Azot azotanowyNNO3 mg*kg-1,Azot ogólny%,"BN-78/9180-11: 0,1-0,02 mmudział w %","BN-78/9180-11: 1,0-0,1 mmudział w %",BN-78/9180-11: < 0.02 mmudział w %,BarBa mg*kg-1,BerylBe mg*kg-1,ChromCr mg*kg-1,CynkZn mg*kg-1,Fosfor przyswajalnymg P2O5* 100g-1,Fosfor%,"Glin wymienny ""Al""cmol(+)*kg-1",Glin%,KadmCd mg*kg-1,KobaltCo mg*kg-1,Kwasowośc wymienna (Hw)cmol(+)*kg-1,Kwasowość hydrolityczna (Hh)cmol(+)*kg-1,LantanLa mg*kg-1,LitLi mg*kg-1,Magnez przyswajalnymg Mg*100g-1,Magnez wymienny (Mg2+)cmol(+)*kg-1,Magnez%,ManganMn mg*kg-1,MiedźCu mg*kg-1,NikielNi mg*kg-1,"Odczyn ""pH "" w zawiesinie H2OpH","Odczyn ""pH "" w zawiesinie KClpH",OłówPb mg*kg-1,"PTG 2008: 0,05-0,002 mmudział w %","PTG 2008: 2,0-0,05 mmudział w %",PTG 2008: < 0.002 mmudział w %,Pestycydy - zwiazki nie chlorowe - atrazinmg*kg-1,Pestycydy - zwiazki nie chlorowe - carbarylmg*kg-1,Pestycydy - zwiazki nie chlorowe - carbofuranmg*kg-1,Pestycydy chloroorganiczne - DDT/DDE/DDDmg*kg-1,Pestycydy chloroorganiczne - aldrinmg*kg-1,Pestycydy chloroorganiczne - alfa-HCHmg*kg-1,Pestycydy chloroorganiczne - beta-HCHmg*kg-1,Pestycydy chloroorganiczne - dieldrinmg*kg-1,Pestycydy chloroorganiczne - endrinmg*kg-1,Pestycydy chloroorganiczne - gamma-HCHmg*kg-1,Pojemność sorpcyjna gleby (T)cmol(+)*kg-1,Potas przyswajalnymg K2O*100g-1,Potas wymienny (K+)cmol(+)*kg-1,Potas%,Przewodnictwo elektryczne właściwemS*m-1,Próchnica%,RadioaktywnośćBq*kg-1,RtecHg mg*kg-1,Siarka przyswajalnamg S-SO4*100g-1,Siarka%,Stosunek C/Nnan,StrontSr mg*kg-1,Suma kationów wymiennych (S)cmol(+)*kg-1,Sód wymienny (Na+)cmol(+)*kg-1,Sód%,WWA - antracenµg*kg-1,WWA - benzo(a)antracenµg*kg-1,WWA - benzo(a)fluorantenµg*kg-1,WWA - benzo(a)pirenµg*kg-1,WWA - benzo(b)fluorantenµg*kg-1,WWA - benzo(ghi)perylenµg*kg-1,WWA - benzo(k)fluorantenµg*kg-1,WWA - chryzenµg*kg-1,"WWA - dibenzo(a,h)antracenµg*kg-1",WWA - fenantrenµg*kg-1,WWA - fluorantenµg*kg-1,WWA - fluorenµg*kg-1,"WWA - indeno(1,2,3-cd)pirenµg*kg-1",WWA - naftalenµg*kg-1,WWA - pirenµg*kg-1,WanadV mg*kg-1,Wapń wymianny (Ca2+)cmol(+)*kg-1,Wapń%,Wielopierscieniowe weglowodory aromatyczne suma 13 WWAµg*kg-1,Wysycenie kompleksu sorpcyjnego kationami zasadowymi (V)%,Węgiel organiczny%,Węglany (CaCO3)%,Zasoleniemg KCl*100g-1,Żelazo%
83,2015,1.36,5.46,"<1,00",0.11,11,84,5,15.5,0.14,4.2,15.9,11.0,0.04,1.4,0.31,0.05,1.03,1.77,4.13,5.8,1.9,0.5,0.07,0.04,186,2.9,2.6,5.1,4.2,8.1,5,93,2,"<0,001","<0,001","<0,001",0.027,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",4.47,3.7,0.09,0.03,3.74,1.79,483,0.01,0.39,0.013,9.4,1.8,0.34,0.01,0.003,5.8,42.5,12.7,50.0,78.9,33.7,26.7,46.2,10.6,38.6,98.1,5.0,48.9,6.4,85.6,5.7,0.17,0.02,570.4,7.55,1.04,,9.87,0.4
83,2020,1.06,3.6,17.4,0.1,20,61,19,19.5,"<2,00",4.4,15.5,6.3,0.05,0.04,0.8,"<0,50",1.06,0.3,3.6,6.09,"<10,00",3.8,0.28,0.12,177,"<2,00",2.65,5.8,4.7,6.62,21,75,4,,,,,,,,,,,6.2,6.9,0.22,0.11,3.78787878,1.67,348,"<0,100",3.9,0.008,9.7,"<10,00",2.3,"<0,10",0.005,"<25,0",95,"<25,0",113,120,77,68,83,"<25,0",30,166,"<25,0",101,"<25,0",127,5.52,1.8,0.23,980,37.1,0.97,0.26,10,1.23
85,1995,,,,0.165,12.0,80.0,8.0,17.0,0.1,5.2,7.8,9.2,0.032,1.61,0.38,0.24,0.72,1.91,7.58,4.1,1.0,3.0,0.21,0.04,30.0,2.0,1.2,5.1,4.2,8.5,,,3.0,,,,,,,,,,,10.05,6.5,0.23,0.03,3.27,4.39,209.0,,1.13,0.026,15.4,4.3,2.47,0.03,0.004,,,,,,,,,,,,,,,,5.0,2.0,0.07,168.0,24.58,2.54,,8.4,0.3
85,2000,,,,0.17,13.0,79.0,8.0,15.9,0.1,4.8,7.7,9.2,0.026,1.63,0.27,0.19,0.61,1.96,6.98,3.3,2.3,2.0,0.17,0.03,28.0,1.8,1.1,4.8,4.0,8.6,,,2.0,,,,,,,,,,,9.25,7.9,0.25,0.03,4.1,3.96,246.0,,1.3,0.025,13.5,3.1,2.27,0.03,0.004,,,,,,,,,,,,,,,,6.7,1.82,0.07,226.0,24.54,2.3,,10.8,0.28
85,2005,,,,0.192,14.0,77.0,9.0,13.3,0.1,4.8,7.7,13.5,0.05,1.65,0.27,0.13,0.83,1.81,7.12,2.4,2.3,2.3,0.22,0.02,29.0,2.0,1.7,4.7,3.8,7.3,,,3.0,,,,,,,,,,,9.52,14.0,0.34,0.03,5.6,3.77,268.0,,0.98,0.027,11.4,3.2,2.4,0.04,0.005,,,,,,,,,,,,,,,,6.4,1.8,0.06,139.0,25.21,2.19,,14.7,0.29
85,2010,,,,0.186,12.0,81.0,7.0,18.9,0.09,3.5,10.3,13.2,0.042,,0.24,0.16,0.43,,2.85,3.0,1.2,3.4,0.39,0.02,34.0,2.3,1.8,6.9,6.4,7.1,10.0,88.0,2.0,,,,,,,,,,,9.94,15.7,0.55,0.03,9.78,4.0,332.0,,1.54,0.024,12.5,4.0,7.09,0.08,0.001,,,,,,,,,,,,,,,,5.2,6.07,0.02,157.5,71.33,2.32,0.08,25.83,0.35
85,2015,2.03,7.18,1.65,0.22,13,81,6,15.6,0.07,2.4,5.9,8.5,0.04,1.82,0.14,0.16,0.31,2.26,8.21,2.2,0.7,2.08,0.12,0.01,15,3.0,1.0,4.9,4.1,7.4,9,89,2,"<0,001","<0,001","<0,001",0.035,"<0,001",0.001,"<0,001","<0,001","<0,001","<0,001",10.01,4.8,0.2,0.02,5.31,4.37,103,0.03,0.89,0.021,11.5,3.1,1.8,0.04,0.002,6.2,11.0,8.2,15.0,10.3,14.2,10.3,16.4,9.2,21.1,23.6,5.8,20.0,8.9,20.1,4.0,1.45,0.04,183.4,18.01,2.54,,14.02,0.22
85,2020,1.82,8.9,39.3,0.17,22,65,13,17.1,"<2,00",2.84,12.1,17.1,0.043,0.01,2,"<0,50","<1,00",0.1,4.2,3.36,"<10,00",7.1,0.7,0.56,46.1,"<2,00","<2,00",6.8,6.1,6.62,19,79,2,,,,,,,,,,,13.4,11.5,0.33,0.27,10.2272727,4.22,186,"<0,100",2.3,0.025,14.41,"<10,00",7.33,"<0,10",0.006,"<25,0",171,"<25,0",296,288,223,185,134,"<25,0",25,144,"<25,0",320,"<25,0",128,3.79,6.3,0.31,1914,54.7,2.45,0.5,27,2.73
87,1995,,,,0.08,8.0,82.0,10.0,35.3,0.3,6.8,43.3,6.3,0.065,,0.86,0.33,2.71,,2.48,10.3,4.5,7.5,0.68,0.17,463.0,3.8,5.0,6.7,5.6,22.4,,,2.0,,,,,,,,,,,8.75,6.2,0.28,0.09,3.44,1.89,532.0,,1.37,0.017,13.7,6.9,6.27,0.32,0.012,,,,,,,,,,,,,,,,13.3,4.99,0.24,222.0,71.66,1.1,,8.9,0.81
87,2000,,,,0.09,6.0,83.0,11.0,39.4,0.27,5.8,38.5,6.7,0.056,,0.6,0.27,1.97,,2.55,10.4,3.7,8.0,0.68,0.16,478.0,3.3,4.1,7.0,5.8,25.2,,,4.0,,,,,,,,,,,8.33,9.7,0.3,0.06,5.6,1.69,556.0,,1.63,0.019,10.9,5.8,5.78,0.06,0.008,,,,,,,,,,,,,,,,13.3,4.74,0.27,367.0,69.39,0.98,,14.8,0.67
87,2005,,,,0.07,7.0,81.0,12.0,33.9,0.27,6.1,32.6,9.6,0.06,,0.6,0.37,1.83,,2.78,8.8,3.0,6.4,0.59,0.17,400.0,4.4,4.7,6.7,5.7,23.7,,,3.0,,,,,,,,,,,7.98,12.6,0.33,0.05,6.0,1.52,577.0,,4.48,0.022,12.6,4.5,5.2,0.03,0.009,,,,,,,,,,,,,,,,10.5,4.25,0.21,285.0,65.16,0.88,,16.0,0.67
87,2010,,,,0.126,16.0,75.0,9.0,27.8,0.16,3.9,35.2,13.4,0.06,0.26,0.3,0.16,1.17,0.44,4.88,4.8,1.8,4.9,0.39,0.05,246.0,3.4,2.8,5.7,4.4,9.4,10.0,85.0,5.0,,,,,,,,,,,7.42,13.9,0.36,0.04,6.71,2.17,547.0,,1.05,0.02,10.0,2.9,2.54,0.15,0.002,,,,,,,,,,,,,,,,4.9,1.64,0.06,247.3,34.2,1.26,,17.72,0.41
87,2015,2.3,6.22,20.24,0.17,14,79,7,23.0,0.16,4.9,15.8,2.1,0.02,0.3,0.34,0.13,2.03,0.49,4.5,8.5,2.3,2.8,0.09,0.06,310,1.8,2.7,5.3,4.5,8.7,11,88,1,"<0,001","<0,001","<0,001",0.002,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",7.86,4.7,0.29,0.03,7.93,2.68,1069,0.03,0.76,0.02,9.1,5.3,3.36,0.06,0.006,5.1,5.9,5.9,8.3,6.4,6.9,6.2,8.2,5.3,13.3,13.8,3.4,9.4,2.6,9.9,8.1,2.92,0.11,101.9,42.73,1.55,,20.94,0.54
87,2020,"<1,00",7.8,9.8,0.07,16,71,13,9.62,"<2,00",3.1,9.94,21.5,0.04,0.01,0.5,"<0,50","<1,00",0.9,4.4,4.93,"<10,00",1.5,0.1,0.11,39.7,"<2,00","<2,00",5.2,4.3,3.71,26,70,4,,,,,,,,,,,5,2,0.09,0.09,"<1,00",1.66,442,"<0,100",1.8,0.008,13.71,"<10,00",0.79,"<0,10",0.005,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0",3.47,0.6,0.09,"<25,0",15.8,0.96,0.12,"<10,00",0.72
89,1995,,,,0.059,23.0,60.0,17.0,28.3,0.23,7.5,22.5,8.4,0.049,0.23,0.68,0.16,3.04,0.35,3.45,9.4,5.8,4.4,0.33,0.16,340.0,5.2,4.3,6.2,5.0,9.7,,,6.0,,,,,,,,,,,6.62,16.6,0.34,0.14,3.26,1.03,615.0,,1.25,0.01,10.2,6.0,3.17,0.13,0.009,,,,,,,,,,,,,,,,13.3,2.37,0.18,111.0,47.89,0.6,,8.4,0.7
89,2000,,,,0.072,25.0,59.0,16.0,29.4,0.26,7.0,22.7,10.0,0.05,0.3,0.58,0.16,3.47,0.5,3.98,8.8,5.6,3.7,0.3,0.13,339.0,4.8,4.9,5.8,4.8,12.8,,,7.0,,,,,,,,,,,6.58,13.0,0.32,0.12,3.5,1.15,562.0,,1.25,0.013,9.3,5.9,2.6,0.03,0.006,,,,,,,,,,,,,,,,13.3,1.95,0.18,118.0,39.51,0.67,,9.2,0.71
89,2005,,,,0.081,24.0,56.0,20.0,33.0,0.3,9.8,26.5,6.6,0.047,0.21,0.74,0.1,4.43,0.36,3.56,9.6,7.1,10.8,0.94,0.2,348.0,6.5,4.7,5.8,4.7,11.3,,,9.0,,,,,,,,,,,7.47,12.2,0.44,0.23,5.4,1.31,629.0,,1.13,0.015,9.4,6.8,3.91,0.03,0.007,,,,,,,,,,,,,,,,19.8,2.5,0.14,171.0,52.34,0.76,,14.1,1.05
89,2010,,,,0.127,23.0,54.0,23.0,30.3,0.28,8.6,34.3,10.7,0.043,,0.46,0.13,3.01,,2.33,8.6,4.6,12.9,1.19,0.12,236.0,5.1,6.8,6.5,5.5,9.9,25.0,69.0,6.0,,,,,,,,,,,9.47,20.2,0.48,0.11,6.23,1.86,640.0,,1.14,0.021,8.5,5.4,7.14,0.08,0.002,,,,,,,,,,,,,,,,11.2,5.38,0.16,120.0,75.38,1.08,,16.44,0.85
89,2015,2.11,7.75,52.01,0.11,26,44,30,34.9,0.48,13.6,38.3,11.9,0.07,,0.8,0.08,4.79,,2.63,14.7,8.6,5.0,1.04,0.45,301,9.2,12.3,5.9,5.3,8.3,26,60,14,"<0,001","<0,001","<0,001",0.002,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",9.04,25.7,0.26,0.22,15.13,1.68,712,0.01,2.38,0.018,8.4,17.0,6.71,0.08,0.007,3.6,6.3,5.7,9.4,6.0,7.5,5.9,6.5,5.2,9.4,12.7,3.9,9.8,6.2,11.3,17.1,5.34,1.81,97.5,74.22,0.97,,39.94,1.19
89,2020,1.29,10.2,33.2,0.09,33,52,15,20.9,"<2,00",5.81,15.4,6.5,0.045,0.88,0.89,"<0,50",2.02,1.3,4.5,8.2,"<10,00",3.3,0.24,0.15,184,"<2,00",3.24,5.1,4.2,7.22,31,65,4,,,,,,,,,,,6.4,8.4,0.24,0.17,7.19696969,2.03,588,"<0,100",4.8,0.01,13.11,"<10,00",1.88,"<0,10",0.005,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0",7.58,1.4,0.16,"<25,0",29.38,1.18,0.13,19,0.98
91,1995,,,,0.065,19.0,74.0,7.0,22.4,0.17,5.2,17.7,15.6,0.079,0.18,0.6,0.09,1.13,0.3,3.15,7.4,2.9,2.1,0.23,0.08,270.0,2.5,3.2,6.2,5.0,9.2,,,2.0,,,,,,,,,,,5.63,3.9,0.19,0.06,4.66,1.76,345.0,,0.75,0.014,15.7,4.3,2.48,0.06,0.007,,,,,,,,,,,,,,,,6.7,2.0,0.14,134.0,44.05,1.02,,12.0,0.53
91,2000,,,,0.073,18.0,73.0,9.0,22.0,0.17,4.3,18.8,15.0,0.089,0.11,0.47,0.13,1.28,0.25,2.85,6.7,2.4,2.5,0.25,0.05,267.0,3.3,2.9,6.4,5.2,7.9,,,3.0,,,,,,,,,,,5.66,4.2,0.19,0.05,5.0,1.8,448.0,,0.5,0.014,14.2,3.7,2.81,0.03,0.005,,,,,,,,,,,,,,,,6.7,2.34,0.11,132.0,49.65,1.04,,13.2,0.51
91,2005,,,,0.075,22.0,69.0,9.0,20.8,0.13,6.1,19.4,23.3,0.088,0.01,0.5,0.08,1.76,0.12,2.7,7.2,2.6,2.3,0.23,0.04,293.0,3.0,3.3,6.0,4.8,9.7,,,2.0,,,,,,,,,,,5.37,8.6,0.26,0.04,3.9,1.67,412.0,,0.88,0.017,12.9,3.7,2.67,0.02,0.005,,,,,,,,,,,,,,,,7.8,2.16,0.11,129.0,49.72,0.97,,10.4,0.47
91,2010,,,,0.089,22.0,69.0,9.0,22.8,0.16,5.9,28.1,36.7,0.077,,0.34,0.09,1.3,,2.7,6.8,1.9,4.2,0.31,0.05,271.0,3.0,4.1,6.7,5.6,8.7,13.0,86.0,1.0,,,,,,,,,,,6.48,13.2,0.26,0.04,4.63,1.83,529.0,,1.01,0.015,11.9,3.7,3.78,0.08,0.003,,,,,,,,,,,,,,,,5.3,3.12,0.12,100.0,58.33,1.06,,12.21,0.42
91,2015,1.59,5.69,"<1,00",0.08,15,79,6,17.6,0.15,5.8,17.5,15.4,0.05,0.91,0.33,0.05,1.6,1.16,4.2,6.3,2.1,1.7,0.22,0.05,174,4.6,4.0,5.2,4.1,7.7,9,90,1,"<0,001","<0,001","<0,001",0.026,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",5.04,10.8,0.17,0.06,4.19,1.51,575,0.06,0.68,0.016,11.0,2.7,0.84,0.07,0.007,3.6,7.4,5.7,9.4,6.0,6.9,6.1,7.9,5.2,12.4,13.0,3.2,9.6,4.4,11.4,6.3,0.37,0.04,102.0,16.63,0.88,,11.06,0.48
91,2020,1.96,2.2,13.8,0.08,22,67,11,24.9,"<2,00",9.52,24.8,12,0.033,0.26,0.3,"<0,50",2.44,0.6,3.9,7.88,"<10,00",2.9,0.22,0.04,197,3.2,5.57,5.5,4.6,9.22,13,81,6,,,,,,,,,,,6.3,3.6,0.14,0.05,3.78787878,2.1,340,"<0,100",3.9,0.01,15.25,"<10,00",1.96,"<0,10",0.003,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0",9.74,1.6,0.07,"<25,0",31.11,1.22,0.14,10,0.24
93,1995,,,,0.072,23.0,60.0,17.0,34.7,0.17,8.3,26.3,20.6,0.059,,0.62,0.2,1.29,,2.25,9.6,4.5,3.8,0.34,0.07,272.0,7.2,4.7,6.4,5.5,8.1,,,3.0,,,,,,,,,,,7.63,17.4,0.49,0.09,7.22,1.72,489.0,,2.25,0.017,13.9,13.1,5.38,0.06,0.006,,,,,,,,,,,,,,,,10.0,4.49,0.15,4122.0,70.51,1.0,,18.6,0.54
93,2000,,,,0.08,25.0,57.0,18.0,35.7,0.23,7.0,24.8,14.6,0.05,,0.6,0.18,1.13,,2.45,8.1,4.1,3.5,0.31,0.07,315.0,6.0,4.3,6.7,5.4,10.4,,,4.0,,,,,,,,,,,8.01,15.9,0.4,0.07,6.8,1.59,532.0,,1.88,0.013,11.5,10.1,5.56,0.06,0.005,,,,,,,,,,,,,,,,13.3,4.79,0.11,1638.0,69.41,0.92,,17.9,0.5
93,2005,,,,0.075,23.0,56.0,21.0,39.8,0.2,7.4,27.7,12.0,0.064,,0.53,0.15,1.79,,2.25,13.0,3.5,5.0,0.45,0.08,318.0,6.6,5.3,6.0,5.1,12.6,,,3.0,,,,,,,,,,,7.75,15.4,0.44,0.06,7.4,1.49,510.0,,1.63,0.016,11.5,10.0,5.5,0.04,0.008,,,,,,,,,,,,,,,,14.6,4.57,0.12,1131.0,70.97,0.86,,19.6,0.53
93,2010,,,,0.077,20.0,62.0,18.0,38.5,0.19,7.4,27.7,21.7,0.068,,0.39,0.17,2.01,,2.4,9.0,2.6,3.8,0.28,0.07,318.0,7.1,4.8,6.5,5.5,13.0,25.0,73.0,2.0,,,,,,,,,,,5.72,14.8,0.34,0.07,5.82,1.45,499.0,,1.31,0.011,10.9,9.3,3.32,0.05,0.006,,,,,,,,,,,,,,,,9.8,2.65,0.13,1722.1,58.07,0.84,,15.37,0.51
93,2015,2.62,9.08,15.43,0.09,26,60,14,38.1,0.2,6.4,26.0,20.8,0.06,0.16,0.44,0.13,1.93,0.46,2.48,8.3,3.2,3.6,0.3,0.07,345,7.8,4.5,6.0,5.4,13.8,24,74,2,"<0,001","<0,001","<0,001",0.024,0.003,"<0,001","<0,001","<0,001","<0,001","<0,001",6.03,12.2,0.37,0.08,13.22,1.26,523,0.02,3.48,0.017,8.1,6.8,3.55,0.03,0.009,20.8,82.2,17.3,103.6,159.7,92.0,60.5,109.2,33.2,78.1,230.1,15.7,108.4,8.5,185.4,10.4,2.86,0.11,1279.0,58.9,0.73,,34.9,0.45
93,2020,1.91,1,36.7,0.07,25,33,42,11.3,"<2,00",4.23,25,27,0.046,0.18,0.4,"<0,50",1.02,0.28,3.8,7.7,"<10,00",2.4,0.28,0.15,157,4.03,2.3,5.4,4.5,6.85,43,42,15,,,,,,,,,,,5.4,26.6,0.39,0.07,11.3636363,2.36,407,"<0,100",3.27,0.007,19.57,"<10,00",2.62,"<0,10",0.011,"<25,0",131,"<25,0",188,206,164,169,216,"<25,0","<25,0",369,"<25,0",177,"<25,0",307,6.98,1.9,0.19,1927,48.52,1.37,0.02,30,0.43
95,1995,,,,0.021,20.0,68.0,12.0,23.6,0.23,11.0,20.3,6.2,0.016,0.16,0.7,0.19,2.24,0.32,1.73,9.1,4.9,3.2,0.28,0.13,150.0,4.7,6.2,6.4,5.2,5.9,,,4.0,,,,,,,,,,,4.51,9.0,0.23,0.12,2.84,0.8,400.0,,0.13,0.005,21.9,7.8,2.78,0.03,0.008,,,,,,,,,,,,,,,,10.0,2.24,0.09,179.0,61.64,0.46,,7.3,0.65
95,2000,,,,0.035,22.0,63.0,15.0,29.0,0.3,11.5,23.8,4.7,0.025,0.22,0.85,0.18,2.84,0.48,2.15,7.8,5.3,4.0,0.43,0.16,205.0,6.0,8.0,6.3,4.9,6.3,,,6.0,,,,,,,,,,,5.46,12.2,0.33,0.14,3.9,0.9,504.0,,0.13,0.005,14.8,8.0,3.31,0.06,0.006,,,,,,,,,,,,,,,,8.7,2.49,0.12,104.0,60.62,0.52,,10.3,0.8
95,2005,,,,0.04,19.0,66.0,15.0,25.7,0.23,9.8,21.4,5.6,0.03,0.14,0.6,0.12,2.89,0.25,1.95,10.9,4.4,3.3,0.29,0.1,183.0,4.6,5.6,5.9,4.8,5.3,,,3.0,,,,,,,,,,,5.03,11.1,0.28,0.1,4.0,0.75,455.0,,0.3,0.008,10.7,7.6,3.08,0.01,0.01,,,,,,,,,,,,,,,,10.0,2.5,0.09,206.0,61.23,0.43,,10.7,0.62
95,2010,,,,0.057,21.0,68.0,11.0,19.0,0.18,5.3,24.3,6.4,0.035,0.19,0.34,0.1,1.98,0.35,2.4,7.2,2.5,2.3,0.16,0.07,157.0,4.2,4.8,6.2,4.7,7.8,17.0,82.0,1.0,,,,,,,,,,,4.01,9.4,0.2,0.08,4.45,1.1,447.0,,0.36,0.006,11.2,3.9,1.61,0.04,0.004,,,,,,,,,,,,,,,,7.3,1.21,0.07,224.0,40.11,0.64,,11.75,0.52
95,2015,1.86,5.83,2.3,0.07,26,64,10,18.4,0.18,5.8,25.7,7.1,0.03,0.19,0.38,0.09,1.88,0.37,2.25,6.8,3.1,2.3,0.21,0.08,172,3.1,4.9,5.9,4.8,7.8,17,80,3,"<0,001","<0,001","<0,001",0.01,"<0,001","<0,001","<0,001","<0,001","<0,001","<0,001",4.23,9.4,0.23,0.06,4.54,0.83,508,0.0,0.44,0.01,6.9,4.6,1.98,0.02,0.004,4.4,9.8,5.5,13.1,6.2,8.7,6.5,10.8,3.1,47.1,17.8,4.3,10.0,3.7,15.8,8.0,1.51,0.05,157.5,46.77,0.48,,11.99,0.48
95,2020,2.71,1,32.7,0.07,36,49,15,19.1,"<2,00",5.94,18.7,6.4,0.053,"<0,0022",0.25,"<0,50",2.08,0.07,1.4,8.34,"<10,00",2.2,0.25,0.02,172,"<2,00",4.54,6.8,6.2,7.29,34,61,5,,,,,,,,,,,4.8,7.3,0.26,0.02,8.33333333,2.07,322,"<0,100",3.2,0.013,17.57,"<10,00",3.51,"<0,10",0.001,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0",8.13,3,0.02,"<25,0",73.13,1.23,0.03,22,0.2
97,1995,,,,0.07,23.0,55.0,22.0,61.3,0.33,15.5,30.0,27.2,0.043,,0.98,0.25,2.76,,2.1,11.5,7.5,5.4,0.52,0.09,675.0,8.2,8.7,6.6,5.7,11.7,,,7.0,,,,,,,,,,,8.78,12.9,0.36,0.15,8.35,1.55,480.0,,0.63,0.015,12.8,15.2,6.68,0.06,0.009,,,,,,,,,,,,,,,,21.7,5.74,0.17,351.0,76.08,0.9,,21.5,0.85
97,2000,,,,0.08,25.0,53.0,22.0,58.3,0.27,14.0,35.0,21.8,0.05,,0.73,0.28,3.05,,2.48,10.9,7.3,5.0,0.48,0.09,745.0,9.2,6.8,6.9,5.7,11.9,,,8.0,,,,,,,,,,,8.38,13.7,0.38,0.11,7.1,1.56,529.0,,0.95,0.019,11.2,13.2,5.9,0.06,0.006,,,,,,,,,,,,,,,,26.7,4.98,0.15,201.0,70.41,0.9,,18.7,0.85
97,2005,,,,0.087,23.0,54.0,23.0,58.6,0.3,12.7,32.7,18.8,0.06,,0.77,0.21,3.4,,2.03,12.6,7.3,5.0,0.41,0.08,663.0,8.5,9.7,6.4,5.3,14.0,,,5.0,,,,,,,,,,,7.4,12.8,0.31,0.11,8.6,1.43,464.0,,0.8,0.015,9.5,12.6,5.37,0.01,0.009,,,,,,,,,,,,,,,,24.8,4.64,0.14,239.0,72.57,0.83,,22.6,0.87
97,2010,,,,0.104,30.0,47.0,23.0,59.1,0.27,9.3,35.8,16.9,0.056,0.04,0.37,0.26,5.36,0.16,2.78,7.8,3.1,5.5,0.41,0.07,916.0,8.0,8.8,6.3,5.4,17.1,37.0,61.0,2.0,,,,,,,,,,,7.28,19.3,0.44,0.11,5.86,1.83,566.0,,0.94,0.013,10.2,9.7,4.5,0.05,0.004,,,,,,,,,,,,,,,,17.1,3.6,0.13,265.9,61.81,1.06,,15.47,0.89
97,2015,4.49,8.17,2.07,0.11,32,39,29,39.2,0.42,14.0,38.1,3.3,0.03,,0.73,0.13,4.74,,1.58,10.0,7.1,17.6,0.35,0.14,197,9.4,11.8,6.4,5.7,13.8,36,54,10,"<0,001","<0,001","<0,001",0.008,0.002,"<0,001","<0,001","<0,001","<0,001","<0,001",10.56,18.7,1.72,0.17,4.77,1.69,552,0.02,0.66,0.019,8.9,8.6,8.98,0.03,0.006,4.0,11.0,5.5,14.1,7.5,10.9,8.2,15.0,4.3,18.5,26.0,4.3,14.1,5.0,21.1,20.8,6.87,0.17,159.1,85.03,0.98,,12.59,1.14
97,2020,2.37,1,71.1,0.07,31,60,9,30.2,"<2,00",6.37,24.8,22.1,0.025,0.02,0.3,"<0,50",1.93,0.09,1.5,4.8,"<10,00",3.7,0.45,0.14,245,7.01,4.35,6.6,6.2,10.1,25,73,2,,,,,,,,,,,7.9,26.2,0.52,0.1,18.1818181,3.51,712,0.105,1.58,0.013,29,"<10,00",4.62,"<0,10",0.003,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0",9.21,3.6,0.08,"<25,0",58.48,2.03,0.02,48,0.37
99,1995,,,,0.081,16.0,74.0,10.0,54.0,0.23,7.8,78.3,25.0,0.061,,0.64,0.25,1.09,,0.75,7.4,4.1,18.0,1.62,0.11,167.0,12.2,5.3,7.5,7.0,24.0,,,1.0,,,,,,,,,,,11.59,21.8,0.56,0.12,12.88,1.55,428.0,,1.0,0.016,11.1,12.3,10.84,0.08,0.016,,,,,,,,,,,,,,,,5.0,8.58,0.31,1248.0,93.53,0.9,,33.2,0.57
99,2000,,,,0.075,18.0,73.0,9.0,54.7,0.17,7.0,68.5,32.0,0.053,,0.48,0.28,1.37,,0.83,5.6,4.3,16.2,1.43,0.09,160.0,13.2,5.9,8.0,7.3,27.2,,,3.0,,,,,,,,,,,10.61,18.0,0.46,0.07,13.3,1.4,391.0,,1.0,0.016,10.8,10.5,9.78,0.06,0.013,,,,,,,,,,,,,,,,3.8,7.83,0.26,1609.0,92.18,0.81,,35.1,0.5
99,2005,,,,0.071,15.0,74.0,11.0,53.9,0.17,8.0,68.4,27.1,0.055,,0.44,0.34,1.49,,0.83,8.6,3.5,13.4,1.38,0.09,189.0,11.7,6.3,8.0,7.5,31.6,,,2.0,,,,,,,,,,,10.65,17.5,0.53,0.07,9.1,1.66,404.0,,0.75,0.021,13.5,12.8,9.82,0.01,0.011,,,,,,,,,,,,,,,,6.9,7.9,0.31,1842.0,92.21,0.96,,24.1,0.67
