point_id,year,As [mg*kg-1],Ba [mg*kg-1],Be [mg*kg-1],Cd [mg*kg-1],Co [mg*kg-1],Cr [mg*kg-1],Cu [mg*kg-1],Hg [mg*kg-1],La [mg*kg-1],Li [mg*kg-1],Mn [mg*kg-1],Ni [mg*kg-1],Pb [mg*kg-1],Sr [mg*kg-1],V [mg*kg-1],Zn [mg*kg-1]
191,2010,,67.1,0.34,0.24,4.14,11.9,12.0,,12.7,4.3,518,7.8,23.4,10.4,19.8,42.5
191,2015,4.57,62.0,0.5,0.21,4.53,14.7,14.4,0.05,14.4,6.6,517.0,9.6,21.0,10.9,23.2,44.8
191,2020,4.39,56.1,"<2,00","<0,50",3.84,12,11.1,"<0,100",13.73,"<10,00",432,7.56,19,11,19.2,33
193,1995,,157.3,0.9,0.23,3.68,25.5,16.8,,14.9,21.7,402,18.3,12.1,18.7,30.0,81.7
193,2000,,170.7,1.03,0.28,4.05,25.7,20.3,,13.8,21.6,423,18.2,14.1,16.4,36.7,73.3
193,2005,,194.5,1.13,0.25,3.21,29.9,22.3,,16.5,26.0,436,18.3,14.6,18.9,39.7,81.8
193,2010,,122.0,0.87,0.22,7.34,20.1,17.4,,12.1,12.1,414,16.5,23.0,10.2,25.9,65.4
193,2015,6.23,103.6,0.79,0.22,6.66,18.9,15.9,0.08,12.8,10.8,389.0,15.3,21.8,13.8,23.7,60.8
193,2020,7.99,139,"<2,00","<0,50",7.23,24,17,"<0,100",15.74,17.3,391,16.9,20.9,21.4,26.1,72.2
195,1995,,162.3,0.83,0.27,4.53,22.1,118.2,,14.4,17.6,936,15.5,33.7,17.7,60.0,58.2
195,2000,,225.7,0.9,0.32,3.41,22.7,107.3,,9.8,17.0,1117,14.9,26.5,15.9,66.7,73.3
195,2005,,184.2,0.7,0.21,4.05,21.9,109.9,,15.3,15.5,1035,18.0,32.9,14.5,56.6,65.3
195,2010,,157.9,0.89,0.21,6.08,22.0,99.0,,13.9,11.9,837,15.9,54.8,12.8,30.9,67.5
195,2015,9.91,139.2,1.08,0.19,5.98,24.3,102.8,0.07,12.5,13.4,736.0,15.7,52.8,12.2,31.3,58.3
195,2020,10.8,138,"<2,00","<0,50",5.08,22.2,90.8,"<0,100",14.03,12.3,622,13.2,51,14.3,28.4,51
197,1995,,84.5,0.47,0.21,6.18,14.0,20.0,,18.0,8.5,533,10.6,17.0,16.5,42.7,40.8
197,2000,,96.3,0.55,0.35,4.65,16.0,23.6,,20.2,9.8,563,13.8,19.5,20.4,44.3,44.1
197,2005,,83.6,0.46,0.18,6.37,16.6,18.3,,15.8,8.1,538,13.3,16.9,25.3,39.3,38.1
197,2010,,89.3,0.49,0.21,5.16,15.0,22.1,,16.1,6.8,542,12.0,21.1,11.7,25.1,41.3
197,2015,5.67,78.0,0.58,0.19,5.53,17.0,25.4,0.06,16.0,7.8,502.0,12.5,19.5,12.4,25.3,37.9
197,2020,5.36,79.4,"<2,00","<0,50",5.01,15.5,23.7,"<0,100",17.75,"<10,00",487,10.6,18,15,22.5,32.7
199,1995,,27.3,0.2,0.13,2.77,6.2,9.8,,6.9,4.5,407,2.7,12.5,6.2,12.0,21.5
199,2000,,31.0,0.19,0.13,2.41,7.3,10.3,,6.5,4.7,363,4.3,16.7,6.2,11.0,28.7
199,2005,,29.7,0.13,0.1,2.16,6.7,10.6,,6.1,4.0,364,4.0,12.6,5.9,9.5,20.0
199,2010,,30.5,0.16,0.15,2.42,5.9,12.5,,6.7,2.3,506,3.8,17.1,5.0,10.3,25.3
199,2015,3.7,32.3,0.21,0.13,2.47,6.1,12.7,0.01,5.7,3.0,470.0,4.0,13.1,4.1,10.2,21.5
199,2020,2.6,24.7,"<2,00","<0,50",2.2,6.08,9.19,"<0,100",5.81,"<10,00",434,3.52,11.9,"<10,00",8.76,17.5
201,1995,,19.8,0.1,0.09,0.69,3.3,4.3,,4.9,3.0,75,1.3,13.9,4.7,6.0,12.8
201,2000,,20.9,0.13,0.13,1.02,5.5,5.3,,4.9,3.3,132,1.4,16.5,6.0,9.5,16.3
201,2005,,23.2,0.13,0.12,0.66,5.0,5.8,,5.4,2.7,150,3.0,12.9,4.8,10.3,13.8
201,2010,,21.7,0.09,0.06,0.78,4.5,5.4,,6.0,1.7,95,1.8,15.2,3.2,7.7,16.1
201,2015,2.34,22.6,0.14,0.08,1.1,6.3,5.7,0.02,6.4,3.1,137.0,2.7,11.4,4.5,8.7,14.7
201,2020,1.59,12,"<2,00","<0,50","<1,00",4.46,"<2,00","<0,100",7.7,"<10,00",96.7,"<2,00",7.97,"<10,00",6.08,8.22
203,1995,,21.6,0.1,0.16,1.41,3.7,5.3,,5.6,2.7,110,2.0,11.1,5.9,6.0,15.3
203,2000,,20.5,0.13,0.2,1.23,5.5,7.0,,4.9,2.6,110,2.5,12.8,4.5,6.7,20.5
203,2005,,21.1,0.13,0.12,1.6,4.9,6.4,,7.3,2.9,105,3.0,12.6,4.6,8.3,20.6
203,2010,,27.0,0.12,0.18,1.38,5.1,8.0,,6.0,2.1,151,3.7,15.6,4.7,8.6,26.1
203,2015,2.53,19.8,0.15,0.16,1.14,4.9,7.6,0.02,5.2,2.4,109.0,3.2,12.8,3.6,8.1,21.8
203,2020,2.48,32.9,"<2,00","<0,50",4.52,7.61,4.7,"<0,100",10.42,"<10,00",504,5.61,18.9,"<10,00",11.1,32.1
205,1995,,31.0,0.2,0.17,1.84,4.8,5.0,,8.0,3.6,187,3.0,14.4,6.5,11.7,21.5
205,2000,,27.0,0.2,0.12,2.0,4.7,5.2,,7.1,3.9,202,4.2,15.9,5.2,11.0,20.7
205,2005,,29.4,0.16,0.1,2.0,3.8,4.4,,5.9,3.6,206,4.0,16.6,6.8,9.1,25.8
205,2010,,25.1,0.15,0.07,1.87,4.2,5.1,,5.2,1.9,213,3.7,14.2,2.7,5.5,22.6
205,2015,1.71,21.6,0.11,0.06,1.54,4.6,4.2,0.01,6.0,1.5,221.0,3.2,11.4,2.8,5.8,17.2
205,2020,2.42,57.7,"<2,00","<0,50",3,13,6.59,"<0,100",12.21,"<10,00",265,7.65,12.6,13,15.4,27.3
207,1995,,71.3,0.43,0.21,6.21,11.7,12.2,,20.9,9.2,600,9.0,21.2,15.8,30.3,38.3
207,2000,,69.3,0.47,0.28,4.72,14.3,15.5,,18.3,10.7,588,10.3,21.9,12.3,36.7,40.0
207,2005,,75.8,0.46,0.19,4.89,15.9,11.4,,19.8,7.0,652,11.6,21.6,14.4,29.2,37.4
207,2010,,73.9,0.47,0.18,6.08,14.2,12.2,,18.9,7.1,738,10.8,21.7,9.3,20.8,40.2
207,2015,6.31,54.3,0.43,0.15,5.68,13.2,11.7,0.04,16.0,5.3,594.0,10.5,19.9,6.6,18.3,35.7
207,2020,6.19,60.7,"<2,00","<0,50",5.13,12.9,9.56,"<0,100",19.67,"<10,00",581,9.37,18.1,"<10,00",18.1,28.8
209,1995,,69.3,0.33,0.45,6.72,10.5,8.5,,16.2,8.2,728,10.6,24.1,12.8,23.0,36.7
209,2000,,78.3,0.4,0.35,5.28,10.0,7.5,,12.4,8.1,650,9.0,21.7,9.2,26.7,35.0
209,2005,,65.3,0.33,0.28,5.96,10.2,8.2,,18.4,5.3,612,9.3,22.3,9.5,21.0,32.0
209,2010,,71.6,0.41,0.2,5.98,11.3,9.5,,15.7,5.4,665,10.2,23.0,8.2,16.8,35.4
209,2015,5.08,68.4,0.62,0.19,6.48,14.9,11.4,0.04,17.1,7.3,710.0,13.0,19.9,7.8,19.9,38.7
209,2020,4.79,64.9,"<2,00","<0,50",5.38,13,8.92,"<0,100",19.06,"<10,00",593,9.98,17.7,"<10,00",17.6,29.6
211,1995,,43.7,0.23,0.2,4.03,6.8,6.3,,8.6,4.8,563,7.2,18.4,5.8,11.7,26.2
211,2000,,45.3,0.3,0.25,5.65,8.7,6.3,,7.1,6.1,517,6.6,14.5,7.3,16.7,30.0
211,2005,,49.3,0.27,0.17,4.83,7.3,8.0,,10.6,6.4,530,8.7,16.0,7.4,18.1,33.3
211,2010,,58.7,0.3,0.29,3.34,9.2,7.4,,9.6,5.8,432,7.5,24.5,7.0,14.9,63.4
211,2015,3.94,37.9,0.29,0.24,2.79,7.6,7.4,0.05,6.4,3.7,348.0,6.2,18.7,4.7,11.4,52.3
211,2020,7.16,28.5,"<2,00","<0,50",3.07,31.2,9.07,"<0,100",7.74,"<10,00",347,6.07,18.7,16.6,20.3,29.9
213,1995,,35.7,0.27,0.2,1.87,6.5,5.5,,8.8,4.3,143,3.5,10.5,8.3,17.3,20.0
213,2000,,31.3,0.23,0.19,2.05,6.0,5.7,,7.9,4.4,173,4.1,12.7,7.0,16.3,21.2
213,2005,,29.6,0.18,0.13,1.6,5.8,6.0,,6.9,4.5,142,4.0,9.8,6.2,10.4,23.1
213,2010,,26.6,0.2,0.15,1.66,5.4,6.2,,6.9,2.2,141,3.9,11.5,4.2,7.4,29.9
213,2015,2.6,24.6,0.13,0.13,1.37,4.2,5.3,0.01,5.0,1.3,128.0,2.9,9.6,4.0,6.3,18.2
213,2020,1.53,13.8,"<2,00","<0,50",1.29,3.66,2.69,"<0,100",4.58,"<10,00",92.5,3.01,4.31,"<10,00",4.52,13.3
215,1995,,34.3,0.27,0.12,2.24,8.2,4.5,,9.0,4.9,250,5.7,10.7,9.4,17.3,19.7
215,2000,,33.0,0.27,0.19,2.29,7.5,4.5,,9.9,5.6,237,5.6,10.9,9.6,20.0,21.3
215,2005,,27.5,0.2,0.13,1.9,6.8,5.0,,8.2,5.0,260,4.3,10.7,7.7,17.2,21.1
215,2010,,27.1,0.23,0.16,2.43,6.6,5.2,,7.7,2.9,242,6.0,10.9,5.1,9.0,27.6
215,2015,2.33,24.4,0.24,0.13,1.78,5.7,4.6,0.02,6.6,3.1,183.0,4.5,7.8,5.3,8.5,17.8
215,2020,1.88,14,"<2,00","<0,50",1.29,3.85,3.55,"<0,100",11.32,"<10,00",135,2.44,9.22,"<10,00",8.19,15.1
217,1995,,25.3,0.1,0.09,1.68,2.5,2.6,,3.2,3.1,197,3.5,8.3,4.6,5.7,15.2
217,2000,,25.2,0.13,0.1,1.81,3.3,2.7,,2.5,2.9,238,2.9,7.6,3.7,6.7,20.0
217,2005,,30.2,0.2,0.15,1.53,2.6,3.3,,3.0,3.7,198,3.6,8.3,4.4,7.2,19.7
217,2010,,48.5,0.26,0.11,3.71,6.8,7.6,,6.1,3.6,466,7.6,13.5,4.7,9.6,37.3
217,2015,3.81,41.1,0.27,0.12,4.23,7.2,8.5,0.02,5.8,3.9,408.0,8.8,13.0,4.7,10.3,29.9
217,2020,1.7,17.5,"<2,00","<0,50",1.37,4.51,2.36,"<0,100",8.74,"<10,00",114,2.43,6.33,"<10,00",5.63,13.7
219,1995,,27.1,0.23,0.23,2.21,8.2,4.0,,8.0,6.9,297,4.3,8.5,7.5,8.3,24.0
219,2000,,29.3,0.3,0.21,2.11,9.0,5.2,,10.0,6.0,315,5.0,10.5,9.0,10.3,24.5
219,2005,,28.6,0.2,0.18,2.99,6.7,5.2,,7.0,5.3,287,4.3,10.3,6.7,12.3,25.9
219,2010,,29.3,0.24,0.15,3.7,7.5,5.8,,7.7,3.4,375,5.9,11.9,5.4,10.0,36.5
219,2015,2.49,39.6,0.25,0.13,2.59,8.5,5.7,0.02,8.4,4.2,179.0,5.4,10.2,6.2,11.2,52.5
219,2020,3.12,28.3,"<2,00","<0,50",1.56,6.45,4,"<0,100",14.5,"<10,00",152,4.33,9.3,"<10,00",8.95,18.9
221,1995,,40.5,0.23,0.23,2.06,7.3,5.9,,8.8,5.5,223,4.5,13.6,11.6,5.7,30.7
221,2000,,36.2,0.2,0.21,1.85,6.5,7.3,,8.2,5.4,190,4.1,13.5,10.6,6.3,28.7
221,2005,,32.7,0.17,0.19,2.23,7.5,7.6,,6.9,4.8,238,3.7,16.3,9.2,7.9,27.3
221,2010,,36.2,0.19,0.17,2.08,6.9,7.6,,7.7,3.2,220,4.9,15.0,6.8,9.8,43.5
221,2015,3.05,37.2,0.18,0.19,1.84,6.7,7.6,0.03,6.3,3.2,243.0,4.8,15.3,7.8,11.2,48.4
221,2020,2.89,35.6,"<2,00","<0,50",2.3,7.35,6.26,"<0,100",8.34,"<10,00",276,5.55,13.4,"<10,00",11,46.4
223,1995,,46.7,0.2,0.29,1.73,5.8,4.0,,9.7,7.8,405,4.0,12.4,9.0,8.3,38.3
223,2000,,46.0,0.2,0.26,2.21,8.0,4.5,,9.9,6.4,370,3.7,13.9,8.2,6.7,36.3
223,2005,,40.3,0.17,0.27,1.86,5.9,4.8,,8.4,5.9,342,3.7,13.6,7.7,7.7,36.2
223,2010,,43.4,0.18,0.21,2.51,5.7,4.8,,7.0,3.0,401,4.8,13.7,4.7,8.2,40.2
223,2015,2.69,43.2,0.24,0.16,2.19,5.8,4.4,0.02,6.2,2.3,316.0,4.6,10.4,5.3,8.5,28.1
223,2020,4.53,49.6,"<2,00","<0,50",3.34,7.91,2.68,"<0,100",9.54,"<10,00",397,6.37,13.3,"<10,00",11.8,36.8
225,1995,,14.5,0.1,0.13,0.51,2.8,1.5,,5.3,2.9,82,2.5,9.3,3.8,5.8,13.5
225,2000,,13.1,0.07,0.09,0.74,4.3,2.0,,4.7,2.3,74,1.9,10.4,2.8,6.7,11.8
225,2005,,15.0,0.07,0.06,0.67,2.6,2.3,,4.3,3.1,79,2.0,9.0,3.0,6.2,14.0
225,2010,,11.1,0.09,0.07,0.83,3.4,3.1,,4.0,1.7,90,2.5,9.7,1.7,4.7,19.3
225,2015,1.77,13.1,0.09,0.04,0.7,3.2,3.0,0.01,3.0,1.1,85.0,2.1,8.4,1.6,4.3,11.7
225,2020,1.67,10.9,"<2,00","<0,50","<1,00",3.16,"<2,00","<0,100",3.85,"<10,00",105,"<2,00",7.9,"<10,00",4.88,12.6
229,1995,,43.3,0.3,0.32,2.03,8.2,4.5,,14.2,4.6,395,5.7,12.3,10.2,15.0,26.2
229,2000,,46.3,0.23,0.26,3.12,10.2,4.5,,13.5,5.1,417,5.2,11.5,10.1,13.3,26.5
229,2005,,42.5,0.2,0.2,3.96,7.2,5.2,,11.8,4.2,462,4.7,13.3,8.7,13.1,25.1
229,2010,,44.9,0.26,0.14,3.31,8.5,5.1,,12.5,3.7,477,7.2,13.1,8.0,11.0,34.7
229,2015,2.08,40.1,0.2,0.11,2.66,6.8,4.2,0.05,9.0,2.3,388.0,5.5,10.6,6.5,8.8,17.3
229,2020,2.7,44.9,"<2,00","<0,50",2.95,7.58,4.8,"<0,100",13.19,"<10,00",429,5.6,13.2,"<10,00",9.98,21.9
231,1995,,19.4,0.13,0.08,0.91,3.8,3.0,,5.3,2.1,142,1.8,12.1,5.2,4.1,15.2
231,2000,,18.1,0.13,0.09,0.93,3.7,2.5,,4.8,2.1,125,2.5,11.9,4.1,5.0,16.2
231,2005,,18.9,0.07,0.06,0.7,3.2,3.4,,4.8,1.8,166,2.0,10.0,4.7,6.0,15.4
231,2010,,17.1,0.11,0.08,0.93,3.6,3.6,,4.1,1.5,154,2.4,10.7,3.6,4.5,22.0
231,2015,1.46,16.9,0.13,0.07,0.86,3.4,3.3,0.01,3.7,1.4,143.0,2.0,8.6,3.6,4.4,13.0
231,2020,1.32,13.5,"<2,00","<0,50","<1,00",3.44,"<2,00","<0,100",4.79,"<10,00",139,2.04,8.94,"<10,00",4.28,15.7
233,1995,,27.3,0.17,0.17,1.92,5.0,3.7,,7.8,3.4,238,5.3,15.9,5.9,7.0,22.7
233,2000,,27.7,0.17,0.18,2.12,6.8,4.0,,6.8,3.7,251,4.2,17.5,5.7,6.7,24.1
233,2005,,29.9,0.16,0.18,2.46,5.4,3.6,,10.3,3.6,219,4.7,19.6,5.5,8.2,22.0
233,2010,,31.1,0.17,0.08,2.17,5.1,5.0,,6.9,2.2,343,4.3,16.3,3.1,6.9,24.5
233,2015,2.22,28.7,0.17,0.07,1.82,5.2,5.2,0.01,6.0,2.6,297.0,4.2,14.1,3.5,6.8,24.3
233,2020,2.58,29.6,"<2,00","<0,50",2.11,6.23,4.22,"<0,100",7.2,"<10,00",318,4.43,13.5,"<10,00",7.76,23.5
235,1995,,45.7,0.3,0.32,3.09,8.7,5.7,,9.5,7.3,265,7.7,16.9,12.3,15.0,38.3
235,2000,,48.7,0.27,0.28,2.87,8.2,6.0,,8.9,6.7,258,6.4,14.7,16.2,13.8,33.3
235,2005,,53.1,0.27,0.25,2.67,7.3,5.8,,8.3,4.9,287,6.5,12.7,19.8,11.6,31.3
235,2010,,35.3,0.24,0.23,2.58,8.0,6.0,,8.5,3.2,239,5.6,16.4,6.1,9.5,38.6
235,2015,2.42,28.7,0.19,0.15,1.86,6.4,4.2,0.02,6.8,3.2,160.0,4.1,11.0,5.7,8.7,31.9
235,2020,3.05,30,"<2,00","<0,50",2.32,6.78,"<2,00","<0,100",8.36,"<10,00",210,3.93,10.4,"<10,00",8.86,29.4
237,1995,,48.7,0.2,0.21,2.48,5.0,4.7,,7.0,4.3,297,3.8,13.6,5.8,7.0,25.2
237,2000,,55.7,0.23,0.27,2.75,6.7,6.0,,6.7,4.6,307,3.9,10.9,7.2,9.3,28.0
237,2005,,55.2,0.2,0.24,2.86,5.5,5.0,,10.3,4.0,334,4.7,10.3,6.9,10.2,25.0
237,2010,,51.5,0.21,0.18,2.24,6.0,4.9,,7.6,2.5,346,4.2,13.1,5.2,7.4,33.1
237,2015,1.97,41.4,0.12,0.12,1.94,5.0,5.4,0.01,6.4,1.5,311.0,3.4,12.7,3.1,6.7,25.9
237,2020,2.48,47.7,"<2,00","<0,50",2.33,6.91,5.2,"<0,100",6.08,"<10,00",339,4.08,12.6,"<10,00",8.83,28.2
239,1995,,44.0,0.17,0.28,2.45,5.8,3.8,,8.7,3.6,335,5.0,11.9,7.5,13.3,23.2
239,2000,,43.3,0.2,0.32,2.56,5.8,3.5,,9.1,3.7,370,4.2,12.0,7.6,13.3,25.3
239,2005,,40.5,0.17,0.26,2.3,6.3,4.0,,7.0,2.9,351,6.3,12.4,6.0,12.1,27.3
239,2010,,43.4,0.17,0.26,2.23,5.6,3.2,,8.1,2.5,363,4.5,13.5,4.9,9.2,30.7
239,2015,2.3,38.2,0.16,0.23,1.95,5.0,3.2,0.01,5.4,2.2,298.0,3.8,11.9,4.6,8.3,24.7
239,2020,2.41,40.5,"<2,00","<0,50",2.35,6.2,"<2,00","<0,100",8.1,"<10,00",361,4.19,13.1,"<10,00",9.83,25.6
241,1995,,26.3,0.17,0.17,2.48,6.0,3.2,,5.5,4.8,196,3.9,10.8,6.7,15.0,21.0
241,2000,,28.5,0.2,0.2,2.27,7.0,4.0,,4.8,5.0,195,3.1,12.9,6.3,13.8,24.8
241,2005,,35.0,0.2,0.15,2.43,6.6,3.2,,8.7,5.1,154,4.0,9.7,8.1,14.2,28.4
241,2010,,25.0,0.13,0.14,1.36,5.3,3.1,,6.2,2.5,133,2.9,10.8,6.0,6.4,23.1
241,2015,2.07,24.4,0.12,0.13,1.56,5.0,3.6,0.01,5.8,2.0,138.0,3.6,11.2,4.4,7.0,23.7
241,2020,2.72,24.7,"<2,00","<0,50",2.27,7.67,"<2,00","<0,100",7.82,"<10,00",177,4.44,10.3,"<10,00",9.91,23.5
243,1995,,11.6,0.1,0.07,0.59,2.5,1.5,,2.3,1.7,38,2.2,4.8,3.0,6.0,8.8
243,2000,,9.8,0.07,0.07,0.69,2.7,1.3,,1.8,1.8,39,1.8,4.3,2.4,8.3,8.3
243,2005,,14.3,0.07,0.09,0.77,2.1,1.2,,4.2,2.2,45,1.7,2.8,3.5,4.8,7.7
243,2010,,13.9,0.08,0.06,0.52,2.4,2.0,,2.2,1.2,24,1.6,7.2,1.7,3.4,12.9
243,2015,2.1,14.0,0.14,0.07,0.71,3.3,2.8,0.01,3.1,2.0,31.0,2.3,9.3,2.4,4.5,16.6
243,2020,1.28,9.32,"<2,00","<0,50","<1,00",2.65,"<2,00","<0,100","<2,50","<10,00",22,"<2,00",6.74,"<10,00",3.58,12
245,1995,,27.7,0.13,0.19,1.55,4.2,3.0,,6.0,2.8,197,4.3,10.9,4.9,11.7,22.7
245,2000,,30.3,0.17,0.21,1.57,5.0,3.7,,4.4,2.7,187,3.6,8.3,4.5,13.3,23.7
245,2005,,33.2,0.13,0.25,1.4,5.1,3.3,,9.5,4.0,228,5.0,8.7,7.1,11.4,28.8
245,2010,,32.4,0.17,0.11,1.62,4.6,4.9,,6.3,2.0,194,3.8,14.4,2.7,6.6,25.9
245,2015,2.74,34.0,0.29,0.1,1.92,6.8,6.3,0.02,7.3,3.5,164.0,4.6,17.6,3.9,8.7,29.9
245,2020,2.32,37.7,"<2,00","<0,50",1.91,7.55,6.48,"<0,100",5.43,"<10,00",128,5.01,18.9,"<10,00",9.42,27.5
247,1995,,28.6,0.21,0.19,2.8,7.3,4.3,,7.0,5.5,285,3.9,11.0,7.1,11.7,24.9
247,2000,,32.6,0.23,0.24,3.2,8.3,4.5,,5.9,5.6,392,3.8,15.1,7.8,11.0,30.3
247,2005,,34.6,0.23,0.33,2.4,7.5,3.5,,8.2,4.8,290,6.7,18.3,8.8,13.9,27.9
247,2010,,56.4,0.39,0.62,3.99,9.4,27.0,,8.0,5.2,367,7.3,28.0,18.5,12.4,63.4
247,2015,3.29,38.0,0.36,0.12,3.9,10.9,6.4,0.02,8.8,7.2,332.0,5.9,14.2,5.8,15.7,34.7
247,2020,11.2,63.5,"<2,00",1.13,4.58,16.8,109,0.236,7.86,"<10,00",436,9.68,39.7,38.9,18.7,94.8
249,1995,,38.3,0.27,0.21,4.19,7.3,5.2,,8.6,5.6,337,6.0,11.7,8.1,12.3,31.3
249,2000,,35.3,0.26,0.2,3.96,8.2,4.6,,8.0,5.0,358,5.5,10.3,9.9,16.0,27.5
249,2005,,37.2,0.2,0.15,3.66,6.9,4.6,,10.4,5.7,336,5.7,9.0,7.9,15.5,27.9
249,2010,,35.1,0.2,0.17,3.11,6.9,4.7,,8.3,3.3,320,5.1,11.7,4.7,10.2,30.2
249,2015,2.51,27.3,0.2,0.13,2.53,6.8,4.8,0.02,6.7,3.7,288.0,4.2,11.4,4.6,10.9,34.1
249,2020,2.07,41.4,"<2,00","<0,50",3.96,6.3,"<2,00","<0,100",7.48,"<10,00",630,3.99,11.6,"<10,00",9.39,23.2
251,1995,,35.7,0.27,0.21,2.32,8.4,6.7,,7.5,5.4,212,5.5,12.0,10.0,12.3,40.0
251,2000,,36.7,0.23,0.21,2.13,8.2,7.8,,5.7,5.0,183,5.8,10.4,11.3,13.3,38.3
251,2005,,38.3,0.2,0.18,2.9,7.8,5.8,,8.9,3.7,175,8.0,9.7,10.4,17.1,38.0
251,2010,,31.8,0.17,0.13,2.3,6.3,4.7,,6.9,3.0,198,3.8,13.3,4.6,9.9,36.5
251,2015,2.08,22.8,0.18,0.11,2.08,6.3,4.3,0.02,6.7,3.8,148.0,3.6,10.2,5.2,9.5,27.5
251,2020,2.71,30.7,"<2,00","<0,50",3.17,10.2,5.2,"<0,100",5.46,"<10,00",244,5.28,17.2,"<10,00",15,30.6
253,1995,,47.7,0.2,0.23,2.75,5.2,3.2,,8.5,4.2,307,4.7,13.9,8.6,12.3,33.3
253,2000,,45.3,0.2,0.19,2.68,6.0,3.2,,6.5,4.5,353,3.9,10.9,7.5,14.6,31.7
253,2005,,45.7,0.17,0.16,2.33,4.9,3.6,,9.9,4.0,316,5.0,14.0,8.8,11.6,36.9
253,2010,,48.2,0.19,0.14,1.99,7.1,3.3,,8.4,2.6,395,4.3,12.3,5.7,9.2,28.0
253,2015,2.41,46.2,0.23,0.1,2.06,8.9,4.3,0.01,8.2,3.7,341.0,4.8,11.2,6.7,11.0,29.2
253,2020,2.17,41.5,"<2,00","<0,50",2.08,7.53,6.66,"<0,100",7.79,"<10,00",359,4.61,15.8,"<10,00",8.16,46.6
255,1995,,45.3,0.23,0.16,3.04,8.5,3.8,,9.8,5.3,507,6.0,13.2,7.2,15.7,23.0
255,2000,,41.3,0.27,0.16,3.44,8.2,3.7,,7.8,5.1,468,5.7,15.0,5.8,18.0,20.8
255,2005,,44.6,0.23,0.13,3.5,7.7,4.1,,10.6,4.1,426,7.0,17.0,6.2,16.1,26.6
255,2010,,37.7,0.22,0.12,2.65,7.3,3.2,,9.1,2.9,425,5.5,11.5,3.8,9.0,21.6
255,2015,2.11,33.2,0.24,0.1,2.41,6.9,3.2,0.01,7.5,3.7,380.0,5.1,8.8,4.7,9.2,20.7
255,2020,1.76,33,"<2,00","<0,50",2.52,7.63,"<2,00","<0,100",10.38,"<10,00",340,5.07,8.38,"<10,00",9.59,17.8
257,1995,,17.5,0.1,0.09,1.12,3.5,2.8,,4.4,1.8,117,2.2,9.7,3.0,5.4,16.5
257,2000,,17.9,0.13,0.11,1.08,3.8,3.2,,4.1,2.1,137,2.6,8.5,3.3,6.7,20.3
257,2005,,21.9,0.07,0.07,1.33,3.8,3.3,,6.7,1.3,111,2.6,8.3,4.3,7.4,18.3
257,2010,,24.9,0.19,0.09,1.18,3.4,3.6,,4.4,1.4,190,2.3,13.7,3.4,4.4,24.9
257,2015,1.64,19.5,0.15,0.06,1.16,3.2,3.8,0.02,4.3,1.9,180.0,2.1,9.8,3.9,4.0,21.7
257,2020,1.29,19.5,"<2,00","<0,50",1.14,3.27,"<2,00","<0,100",5.49,"<10,00",165,"<2,00",9.55,"<10,00",4.09,17.8
259,1995,,64.0,0.27,0.31,3.39,6.5,4.7,,7.8,5.3,357,4.9,14.0,9.8,12.3,36.7
259,2000,,57.7,0.27,0.28,3.01,7.2,4.5,,6.7,5.7,373,3.9,12.7,8.6,16.7,39.5
259,2005,,54.6,0.22,0.22,3.36,9.0,5.2,,9.6,4.1,413,5.6,15.3,6.7,14.1,36.7
259,2010,,49.9,0.24,0.17,3.68,5.9,4.4,,8.3,2.9,576,4.5,17.4,4.0,8.9,33.9
259,2015,2.25,27.1,0.22,0.12,2.38,5.0,4.7,0.01,5.7,3.0,346.0,3.8,12.7,3.1,7.0,28.1
259,2020,2.28,40.3,"<2,00","<0,50",3.66,6.71,"<2,00","<0,100",9.25,"<10,00",590,4.11,14.8,"<10,00",9.61,26.1
261,1995,,31.5,0.17,0.19,2.4,3.5,3.2,,6.0,4.1,233,3.3,13.2,4.4,6.3,21.5
261,2000,,30.7,0.2,0.16,2.14,4.5,3.7,,4.7,4.3,207,3.1,12.7,5.7,6.7,22.7
261,2005,,27.8,0.15,0.13,2.07,3.0,4.2,,5.7,3.1,216,4.0,13.0,4.6,8.0,22.7
261,2010,,32.0,0.17,0.15,2.45,4.1,3.7,,5.4,2.2,391,3.5,13.0,2.5,6.1,24.9
261,2015,2.11,33.3,0.17,0.1,2.12,4.9,4.3,0.03,4.9,3.0,281.0,4.0,11.3,3.3,6.2,27.9
261,2020,2.02,30.7,"<2,00","<0,50",3.25,5.86,"<2,00","<0,100",7.6,"<10,00",409,3.71,12.5,"<10,00",7.44,23.3
263,1995,,37.3,0.3,0.19,2.24,9.5,5.0,,11.0,5.3,240,9.2,10.7,10.6,26.3,23.7
263,2000,,39.4,0.28,0.16,2.09,9.7,7.0,,9.2,4.7,227,8.7,10.7,8.6,23.3,20.2
263,2005,,32.9,0.23,0.13,1.78,9.3,6.4,,9.4,3.9,224,8.3,12.3,7.3,28.3,23.2
263,2010,,32.7,0.28,0.11,3.13,8.6,4.8,,10.9,3.3,290,6.6,11.9,4.8,11.5,23.8
263,2015,2.74,29.5,0.31,0.09,3.4,10.8,5.2,0.01,12.7,4.0,159.0,8.5,8.3,5.7,14.6,24.0
263,2020,3.05,35.2,"<2,00","<0,50",3.37,10.4,2.57,"<0,100",13.47,"<10,00",225,7.02,10.3,"<10,00",13.1,23.2
